video_id,frame_number,groundtruth_label,predicted_label,predicted_label_probability,probability_P,probability_S,probability_n,mismatch_flag
rjmKJKG5Nx0,180,?,P,0.459761,0.459761,0.187549,0.352689,*WRONG*
rjmKJKG5Nx0,186,?,P,0.432592,0.432592,0.169907,0.397502,*WRONG*
rjmKJKG5Nx0,192,?,P,0.514350,0.514350,0.179386,0.306265,*WRONG*
rjmKJKG5Nx0,198,?,P,0.538404,0.538404,0.181841,0.279755,*WRONG*
rjmKJKG5Nx0,204,?,P,0.554094,0.554094,0.199467,0.246439,*WRONG*
rjmKJKG5Nx0,210,?,P,0.530582,0.530582,0.209107,0.260311,*WRONG*
rjmKJKG5Nx0,216,?,P,0.472606,0.472606,0.217338,0.310056,*WRONG*
rjmKJKG5Nx0,222,?,P,0.550229,0.550229,0.199873,0.249897,*WRONG*
rjmKJKG5Nx0,228,?,P,0.549816,0.549816,0.189211,0.260973,*WRONG*
rjmKJKG5Nx0,234,?,P,0.529262,0.529262,0.194308,0.276430,*WRONG*
rjmKJKG5Nx0,240,?,P,0.512884,0.512884,0.200221,0.286895,*WRONG*
rjmKJKG5Nx0,246,?,P,0.471099,0.471099,0.182500,0.346401,*WRONG*
rjmKJKG5Nx0,252,?,P,0.479527,0.479527,0.201857,0.318616,*WRONG*
rjmKJKG5Nx0,258,?,P,0.531122,0.531122,0.209750,0.259128,*WRONG*
rjmKJKG5Nx0,264,?,P,0.535273,0.535273,0.233176,0.231551,*WRONG*
rjmKJKG5Nx0,270,?,P,0.511942,0.511942,0.272477,0.215581,*WRONG*
rjmKJKG5Nx0,276,?,P,0.523764,0.523764,0.244110,0.232126,*WRONG*
rjmKJKG5Nx0,282,?,P,0.542213,0.542213,0.245681,0.212107,*WRONG*
rjmKJKG5Nx0,288,?,P,0.564215,0.564215,0.240556,0.195229,*WRONG*
rjmKJKG5Nx0,294,?,P,0.569207,0.569207,0.240722,0.190071,*WRONG*
rjmKJKG5Nx0,300,?,P,0.579146,0.579146,0.242765,0.178089,*WRONG*
rjmKJKG5Nx0,306,?,P,0.565282,0.565282,0.254026,0.180692,*WRONG*
rjmKJKG5Nx0,312,?,P,0.551949,0.551949,0.254186,0.193866,*WRONG*
rjmKJKG5Nx0,318,?,P,0.549425,0.549425,0.258058,0.192518,*WRONG*
rjmKJKG5Nx0,324,?,P,0.582938,0.582938,0.228423,0.188639,*WRONG*
rjmKJKG5Nx0,330,?,P,0.571121,0.571121,0.240618,0.188261,*WRONG*
rjmKJKG5Nx0,336,?,P,0.583728,0.583728,0.236821,0.179451,*WRONG*
rjmKJKG5Nx0,342,?,P,0.575823,0.575823,0.244411,0.179766,*WRONG*
rjmKJKG5Nx0,348,?,P,0.542643,0.542643,0.265384,0.191973,*WRONG*
rjmKJKG5Nx0,354,?,P,0.557088,0.557088,0.258610,0.184302,*WRONG*
rjmKJKG5Nx0,360,?,P,0.560853,0.560853,0.259865,0.179282,*WRONG*
rjmKJKG5Nx0,366,?,P,0.506357,0.506357,0.258647,0.234996,*WRONG*
rjmKJKG5Nx0,372,?,P,0.511165,0.511165,0.248590,0.240245,*WRONG*
rjmKJKG5Nx0,378,?,P,0.500438,0.500438,0.267361,0.232201,*WRONG*
rjmKJKG5Nx0,384,?,P,0.484012,0.484012,0.271183,0.244804,*WRONG*
rjmKJKG5Nx0,390,?,P,0.480485,0.480485,0.270887,0.248628,*WRONG*
rjmKJKG5Nx0,396,?,P,0.462892,0.462892,0.262309,0.274799,*WRONG*
rjmKJKG5Nx0,402,?,P,0.482505,0.482505,0.264130,0.253365,*WRONG*
rjmKJKG5Nx0,408,?,P,0.520726,0.520726,0.214969,0.264305,*WRONG*
rjmKJKG5Nx0,414,?,P,0.549437,0.549437,0.188460,0.262103,*WRONG*
rjmKJKG5Nx0,420,?,P,0.542875,0.542875,0.208284,0.248841,*WRONG*
rjmKJKG5Nx0,426,?,P,0.542992,0.542992,0.192472,0.264536,*WRONG*
rjmKJKG5Nx0,432,?,P,0.556302,0.556302,0.181747,0.261951,*WRONG*
rjmKJKG5Nx0,438,?,P,0.557511,0.557511,0.195428,0.247061,*WRONG*
rjmKJKG5Nx0,444,?,P,0.566256,0.566256,0.199353,0.234390,*WRONG*
rjmKJKG5Nx0,450,?,P,0.547649,0.547649,0.216929,0.235421,*WRONG*
rjmKJKG5Nx0,456,?,P,0.532660,0.532660,0.230186,0.237154,*WRONG*
rjmKJKG5Nx0,462,?,P,0.545957,0.545957,0.220696,0.233347,*WRONG*
rjmKJKG5Nx0,468,?,P,0.555386,0.555386,0.223329,0.221285,*WRONG*
rjmKJKG5Nx0,474,?,P,0.509027,0.509027,0.263547,0.227426,*WRONG*
rjmKJKG5Nx0,480,?,P,0.465617,0.465617,0.284121,0.250262,*WRONG*
rjmKJKG5Nx0,486,?,P,0.449675,0.449675,0.281187,0.269138,*WRONG*
rjmKJKG5Nx0,492,?,P,0.412135,0.412135,0.308589,0.279275,*WRONG*
rjmKJKG5Nx0,498,?,P,0.417868,0.417868,0.301394,0.280739,*WRONG*
rjmKJKG5Nx0,504,?,P,0.438155,0.438155,0.285886,0.275959,*WRONG*
rjmKJKG5Nx0,510,?,P,0.420257,0.420257,0.291638,0.288105,*WRONG*
rjmKJKG5Nx0,516,?,P,0.416511,0.416511,0.284796,0.298693,*WRONG*
rjmKJKG5Nx0,522,?,P,0.413298,0.413298,0.279707,0.306996,*WRONG*
rjmKJKG5Nx0,528,?,P,0.426995,0.426995,0.260881,0.312124,*WRONG*
rjmKJKG5Nx0,534,?,P,0.416536,0.416536,0.270895,0.312569,*WRONG*
rjmKJKG5Nx0,540,?,P,0.421807,0.421807,0.270534,0.307659,*WRONG*
rjmKJKG5Nx0,546,?,P,0.426572,0.426572,0.254104,0.319324,*WRONG*
rjmKJKG5Nx0,552,?,P,0.455095,0.455095,0.261491,0.283414,*WRONG*
rjmKJKG5Nx0,558,?,P,0.486768,0.486768,0.252932,0.260299,*WRONG*
rjmKJKG5Nx0,564,?,P,0.504435,0.504435,0.249867,0.245698,*WRONG*
rjmKJKG5Nx0,570,?,P,0.472668,0.472668,0.287210,0.240123,*WRONG*
rjmKJKG5Nx0,576,?,P,0.432794,0.432794,0.296239,0.270967,*WRONG*
rjmKJKG5Nx0,582,?,P,0.459091,0.459091,0.279083,0.261826,*WRONG*
rjmKJKG5Nx0,588,?,P,0.513954,0.513954,0.265790,0.220255,*WRONG*
rjmKJKG5Nx0,594,?,P,0.523091,0.523091,0.248165,0.228745,*WRONG*
rjmKJKG5Nx0,600,?,P,0.530128,0.530128,0.251537,0.218335,*WRONG*
rjmKJKG5Nx0,606,?,P,0.543771,0.543771,0.241528,0.214701,*WRONG*
rjmKJKG5Nx0,612,?,P,0.548364,0.548364,0.243087,0.208549,*WRONG*
rjmKJKG5Nx0,618,?,P,0.543688,0.543688,0.255351,0.200960,*WRONG*
rjmKJKG5Nx0,624,?,P,0.516713,0.516713,0.274014,0.209273,*WRONG*
rjmKJKG5Nx0,630,?,P,0.480601,0.480601,0.293487,0.225912,*WRONG*
rjmKJKG5Nx0,636,?,P,0.485138,0.485138,0.289184,0.225678,*WRONG*
rjmKJKG5Nx0,642,?,P,0.481197,0.481197,0.274105,0.244698,*WRONG*
rjmKJKG5Nx0,648,?,P,0.476282,0.476282,0.283512,0.240206,*WRONG*
rjmKJKG5Nx0,654,?,P,0.488944,0.488944,0.255031,0.256025,*WRONG*
rjmKJKG5Nx0,660,?,P,0.493190,0.493190,0.262384,0.244426,*WRONG*
rjmKJKG5Nx0,666,?,P,0.469895,0.469895,0.305040,0.225065,*WRONG*
rjmKJKG5Nx0,672,?,P,0.478265,0.478265,0.305435,0.216300,*WRONG*
rjmKJKG5Nx0,678,?,P,0.469547,0.469547,0.299939,0.230514,*WRONG*
rjmKJKG5Nx0,684,?,P,0.452300,0.452300,0.294578,0.253122,*WRONG*
rjmKJKG5Nx0,690,?,P,0.461707,0.461707,0.285167,0.253127,*WRONG*
rjmKJKG5Nx0,696,?,P,0.481121,0.481121,0.261459,0.257420,*WRONG*
rjmKJKG5Nx0,702,?,P,0.462703,0.462703,0.287967,0.249330,*WRONG*
rjmKJKG5Nx0,708,?,P,0.396994,0.396994,0.337837,0.265169,*WRONG*
rjmKJKG5Nx0,714,?,P,0.385174,0.385174,0.344306,0.270520,*WRONG*
rjmKJKG5Nx0,720,?,P,0.423584,0.423584,0.312391,0.264026,*WRONG*
rjmKJKG5Nx0,726,?,P,0.433208,0.433208,0.302447,0.264345,*WRONG*
rjmKJKG5Nx0,732,?,P,0.432237,0.432237,0.304914,0.262849,*WRONG*
rjmKJKG5Nx0,738,?,P,0.419465,0.419465,0.289788,0.290747,*WRONG*
rjmKJKG5Nx0,744,?,P,0.400291,0.400291,0.286174,0.313535,*WRONG*
rjmKJKG5Nx0,750,?,P,0.399381,0.399381,0.284500,0.316118,*WRONG*
rjmKJKG5Nx0,756,?,P,0.424683,0.424683,0.272690,0.302627,*WRONG*
rjmKJKG5Nx0,762,?,P,0.444227,0.444227,0.275245,0.280528,*WRONG*
rjmKJKG5Nx0,768,?,P,0.428917,0.428917,0.304179,0.266904,*WRONG*
rjmKJKG5Nx0,774,?,P,0.428287,0.428287,0.276627,0.295086,*WRONG*
rjmKJKG5Nx0,780,?,P,0.439924,0.439924,0.255567,0.304509,*WRONG*
rjmKJKG5Nx0,786,?,P,0.429821,0.429821,0.246567,0.323613,*WRONG*
rjmKJKG5Nx0,792,?,P,0.432583,0.432583,0.257924,0.309493,*WRONG*
rjmKJKG5Nx0,798,?,P,0.420520,0.420520,0.258687,0.320793,*WRONG*
rjmKJKG5Nx0,804,?,P,0.431592,0.431592,0.243395,0.325013,*WRONG*
rjmKJKG5Nx0,810,?,P,0.431215,0.431215,0.266099,0.302686,*WRONG*
rjmKJKG5Nx0,816,?,P,0.431863,0.431863,0.264031,0.304106,*WRONG*
rjmKJKG5Nx0,822,?,P,0.427784,0.427784,0.272233,0.299983,*WRONG*
rjmKJKG5Nx0,828,?,P,0.444858,0.444858,0.239812,0.315330,*WRONG*
rjmKJKG5Nx0,834,?,P,0.436293,0.436293,0.254889,0.308818,*WRONG*
rjmKJKG5Nx0,840,?,P,0.417893,0.417893,0.261220,0.320887,*WRONG*
rjmKJKG5Nx0,846,?,P,0.414348,0.414348,0.265502,0.320150,*WRONG*
rjmKJKG5Nx0,852,?,P,0.466982,0.466982,0.218028,0.314990,*WRONG*
rjmKJKG5Nx0,858,?,P,0.437423,0.437423,0.218025,0.344552,*WRONG*
rjmKJKG5Nx0,864,?,P,0.450760,0.450760,0.193581,0.355659,*WRONG*
rjmKJKG5Nx0,870,?,P,0.443550,0.443550,0.178480,0.377971,*WRONG*
rjmKJKG5Nx0,876,?,P,0.435516,0.435516,0.183048,0.381435,*WRONG*
rjmKJKG5Nx0,882,?,P,0.466325,0.466325,0.170952,0.362723,*WRONG*
rjmKJKG5Nx0,888,?,P,0.437435,0.437435,0.169407,0.393158,*WRONG*
rjmKJKG5Nx0,894,?,P,0.433859,0.433859,0.200864,0.365277,*WRONG*
rjmKJKG5Nx0,900,?,P,0.433677,0.433677,0.211009,0.355314,*WRONG*
rjmKJKG5Nx0,906,?,P,0.452392,0.452392,0.196949,0.350659,*WRONG*
rjmKJKG5Nx0,912,?,P,0.441502,0.441502,0.194332,0.364165,*WRONG*
rjmKJKG5Nx0,918,?,P,0.422960,0.422960,0.204260,0.372780,*WRONG*
rjmKJKG5Nx0,924,?,P,0.435390,0.435390,0.165467,0.399143,*WRONG*
rjmKJKG5Nx0,930,?,P,0.451581,0.451581,0.161112,0.387308,*WRONG*
rjmKJKG5Nx0,936,?,P,0.455612,0.455612,0.164016,0.380371,*WRONG*
rjmKJKG5Nx0,942,?,P,0.474570,0.474570,0.179837,0.345593,*WRONG*
rjmKJKG5Nx0,948,?,P,0.444014,0.444014,0.224418,0.331568,*WRONG*
rjmKJKG5Nx0,954,?,P,0.462509,0.462509,0.228193,0.309298,*WRONG*
rjmKJKG5Nx0,960,?,P,0.475402,0.475402,0.242038,0.282560,*WRONG*
rjmKJKG5Nx0,966,?,P,0.430459,0.430459,0.224536,0.345005,*WRONG*
rjmKJKG5Nx0,972,?,P,0.483216,0.483216,0.230138,0.286646,*WRONG*
rjmKJKG5Nx0,978,?,P,0.513216,0.513216,0.224654,0.262131,*WRONG*
rjmKJKG5Nx0,984,?,P,0.529596,0.529596,0.209836,0.260568,*WRONG*
rjmKJKG5Nx0,990,?,P,0.516250,0.516250,0.208190,0.275560,*WRONG*
rjmKJKG5Nx0,996,?,P,0.490038,0.490038,0.218875,0.291087,*WRONG*
rjmKJKG5Nx0,1002,?,P,0.481806,0.481806,0.233595,0.284599,*WRONG*
rjmKJKG5Nx0,1008,?,P,0.442912,0.442912,0.254479,0.302609,*WRONG*
rjmKJKG5Nx0,1014,?,P,0.427312,0.427312,0.261343,0.311345,*WRONG*
rjmKJKG5Nx0,1020,?,P,0.449625,0.449625,0.260332,0.290043,*WRONG*
rjmKJKG5Nx0,1026,?,P,0.460499,0.460499,0.260778,0.278723,*WRONG*
rjmKJKG5Nx0,1032,?,P,0.468690,0.468690,0.269754,0.261555,*WRONG*
rjmKJKG5Nx0,1038,?,P,0.488730,0.488730,0.254473,0.256797,*WRONG*
rjmKJKG5Nx0,1044,?,P,0.484578,0.484578,0.259757,0.255665,*WRONG*
rjmKJKG5Nx0,1050,?,P,0.492305,0.492305,0.251543,0.256152,*WRONG*
rjmKJKG5Nx0,1056,?,P,0.499506,0.499506,0.247941,0.252554,*WRONG*
rjmKJKG5Nx0,1062,?,P,0.498668,0.498668,0.241780,0.259552,*WRONG*
rjmKJKG5Nx0,1068,?,P,0.491504,0.491504,0.257177,0.251319,*WRONG*
rjmKJKG5Nx0,1074,?,P,0.498141,0.498141,0.285628,0.216231,*WRONG*
rjmKJKG5Nx0,1080,?,P,0.487148,0.487148,0.276025,0.236827,*WRONG*
rjmKJKG5Nx0,1086,?,P,0.497154,0.497154,0.244565,0.258281,*WRONG*
rjmKJKG5Nx0,1092,?,P,0.464885,0.464885,0.284013,0.251102,*WRONG*
rjmKJKG5Nx0,1098,?,P,0.458450,0.458450,0.267213,0.274336,*WRONG*
rjmKJKG5Nx0,1104,?,P,0.469218,0.469218,0.244197,0.286585,*WRONG*
rjmKJKG5Nx0,1110,?,P,0.474853,0.474853,0.220900,0.304247,*WRONG*
rjmKJKG5Nx0,1116,?,P,0.509671,0.509671,0.244704,0.245625,*WRONG*
rjmKJKG5Nx0,1122,?,P,0.506890,0.506890,0.254637,0.238473,*WRONG*
rjmKJKG5Nx0,1128,?,P,0.549491,0.549491,0.238334,0.212175,*WRONG*
rjmKJKG5Nx0,1134,?,P,0.553255,0.553255,0.239989,0.206755,*WRONG*
rjmKJKG5Nx0,1140,?,P,0.563583,0.563583,0.218791,0.217626,*WRONG*
rjmKJKG5Nx0,1146,?,P,0.575481,0.575481,0.167118,0.257401,*WRONG*
rjmKJKG5Nx0,1152,?,P,0.566350,0.566350,0.182497,0.251153,*WRONG*
rjmKJKG5Nx0,1158,?,P,0.544568,0.544568,0.194821,0.260612,*WRONG*
rjmKJKG5Nx0,1164,?,P,0.539876,0.539876,0.195323,0.264801,*WRONG*
rjmKJKG5Nx0,1170,?,P,0.556905,0.556905,0.171653,0.271442,*WRONG*
rjmKJKG5Nx0,1176,?,P,0.549450,0.549450,0.174688,0.275862,*WRONG*
rjmKJKG5Nx0,1182,?,P,0.563481,0.563481,0.169893,0.266626,*WRONG*
rjmKJKG5Nx0,1188,?,P,0.566130,0.566130,0.192243,0.241627,*WRONG*
rjmKJKG5Nx0,1194,?,P,0.543134,0.543134,0.192742,0.264124,*WRONG*
rjmKJKG5Nx0,1200,?,P,0.529121,0.529121,0.196037,0.274843,*WRONG*
rjmKJKG5Nx0,1206,?,P,0.525283,0.525283,0.189873,0.284844,*WRONG*
rjmKJKG5Nx0,1212,?,P,0.526260,0.526260,0.184706,0.289034,*WRONG*
rjmKJKG5Nx0,1218,?,P,0.535653,0.535653,0.178773,0.285574,*WRONG*
rjmKJKG5Nx0,1224,?,P,0.530385,0.530385,0.205174,0.264441,*WRONG*
rjmKJKG5Nx0,1230,?,P,0.514533,0.514533,0.249757,0.235710,*WRONG*
rjmKJKG5Nx0,1236,?,P,0.512084,0.512084,0.278845,0.209071,*WRONG*
rjmKJKG5Nx0,1242,?,P,0.514028,0.514028,0.291608,0.194364,*WRONG*
rjmKJKG5Nx0,1248,?,P,0.519599,0.519599,0.283141,0.197260,*WRONG*
rjmKJKG5Nx0,1254,?,P,0.512965,0.512965,0.289117,0.197917,*WRONG*
rjmKJKG5Nx0,1260,?,P,0.518582,0.518582,0.285939,0.195479,*WRONG*
rjmKJKG5Nx0,1266,?,P,0.519249,0.519249,0.276764,0.203987,*WRONG*
rjmKJKG5Nx0,1272,?,P,0.517149,0.517149,0.264189,0.218662,*WRONG*
rjmKJKG5Nx0,1278,?,P,0.516450,0.516450,0.275623,0.207927,*WRONG*
rjmKJKG5Nx0,1284,?,P,0.537027,0.537027,0.260134,0.202839,*WRONG*
rjmKJKG5Nx0,1290,?,P,0.535471,0.535471,0.249212,0.215317,*WRONG*
rjmKJKG5Nx0,1296,?,P,0.525466,0.525466,0.254695,0.219840,*WRONG*
rjmKJKG5Nx0,1302,?,P,0.478994,0.478994,0.294237,0.226769,*WRONG*
rjmKJKG5Nx0,1308,?,P,0.497830,0.497830,0.287692,0.214478,*WRONG*
rjmKJKG5Nx0,1314,?,P,0.515218,0.515218,0.285082,0.199700,*WRONG*
rjmKJKG5Nx0,1320,?,P,0.511894,0.511894,0.298191,0.189915,*WRONG*
rjmKJKG5Nx0,1326,?,P,0.490358,0.490358,0.318726,0.190916,*WRONG*
rjmKJKG5Nx0,1332,?,P,0.483407,0.483407,0.313754,0.202839,*WRONG*
rjmKJKG5Nx0,1338,?,P,0.474071,0.474071,0.318529,0.207400,*WRONG*
rjmKJKG5Nx0,1344,?,P,0.473797,0.473797,0.312607,0.213596,*WRONG*
rjmKJKG5Nx0,1350,?,P,0.460194,0.460194,0.342973,0.196833,*WRONG*
rjmKJKG5Nx0,1356,?,P,0.455645,0.455645,0.350974,0.193381,*WRONG*
rjmKJKG5Nx0,1362,?,P,0.455851,0.455851,0.342609,0.201540,*WRONG*
rjmKJKG5Nx0,1368,?,P,0.421803,0.421803,0.379139,0.199058,*WRONG*
rjmKJKG5Nx0,1374,?,P,0.457386,0.457386,0.347884,0.194730,*WRONG*
rjmKJKG5Nx0,1380,?,P,0.480715,0.480715,0.322313,0.196971,*WRONG*
rjmKJKG5Nx0,1386,?,P,0.488960,0.488960,0.309365,0.201675,*WRONG*
rjmKJKG5Nx0,1392,?,P,0.480438,0.480438,0.317048,0.202514,*WRONG*
rjmKJKG5Nx0,1398,?,P,0.469223,0.469223,0.322875,0.207902,*WRONG*
rjmKJKG5Nx0,1404,?,P,0.461056,0.461056,0.311795,0.227148,*WRONG*
rjmKJKG5Nx0,1410,?,P,0.470691,0.470691,0.296335,0.232974,*WRONG*
rjmKJKG5Nx0,1416,?,P,0.412428,0.412428,0.355520,0.232051,*WRONG*
rjmKJKG5Nx0,1422,?,P,0.426754,0.426754,0.340994,0.232252,*WRONG*
rjmKJKG5Nx0,1428,?,P,0.452831,0.452831,0.291472,0.255697,*WRONG*
rjmKJKG5Nx0,1434,?,P,0.468101,0.468101,0.273682,0.258217,*WRONG*
rjmKJKG5Nx0,1440,?,P,0.482721,0.482721,0.250237,0.267042,*WRONG*
rjmKJKG5Nx0,1446,?,P,0.483454,0.483454,0.244272,0.272273,*WRONG*
rjmKJKG5Nx0,1452,?,P,0.456631,0.456631,0.286450,0.256919,*WRONG*
rjmKJKG5Nx0,1458,?,P,0.455421,0.455421,0.305268,0.239311,*WRONG*
rjmKJKG5Nx0,1464,?,P,0.467426,0.467426,0.293222,0.239353,*WRONG*
rjmKJKG5Nx0,1470,?,P,0.483822,0.483822,0.283652,0.232527,*WRONG*
rjmKJKG5Nx0,1476,?,P,0.494137,0.494137,0.265038,0.240825,*WRONG*
rjmKJKG5Nx0,1482,?,P,0.523010,0.523010,0.259964,0.217026,*WRONG*
rjmKJKG5Nx0,1488,?,P,0.518610,0.518610,0.277077,0.204313,*WRONG*
rjmKJKG5Nx0,1494,?,P,0.510599,0.510599,0.281478,0.207923,*WRONG*
rjmKJKG5Nx0,1500,?,P,0.494438,0.494438,0.296216,0.209346,*WRONG*
rjmKJKG5Nx0,1506,?,P,0.493270,0.493270,0.291213,0.215517,*WRONG*
rjmKJKG5Nx0,1512,?,P,0.484774,0.484774,0.303190,0.212037,*WRONG*
rjmKJKG5Nx0,1518,?,P,0.484238,0.484238,0.304448,0.211313,*WRONG*
rjmKJKG5Nx0,1524,?,P,0.428759,0.428759,0.340902,0.230339,*WRONG*
rjmKJKG5Nx0,1530,?,P,0.388246,0.388246,0.355435,0.256320,*WRONG*
rjmKJKG5Nx0,1536,?,P,0.380028,0.380028,0.347801,0.272171,*WRONG*
rjmKJKG5Nx0,1542,?,P,0.384779,0.384779,0.333983,0.281238,*WRONG*
rjmKJKG5Nx0,1548,?,P,0.377389,0.377389,0.317500,0.305111,*WRONG*
rjmKJKG5Nx0,1554,?,P,0.394262,0.394262,0.311177,0.294561,*WRONG*
rjmKJKG5Nx0,1560,?,P,0.422558,0.422558,0.291110,0.286332,*WRONG*
rjmKJKG5Nx0,1566,?,P,0.424469,0.424469,0.299794,0.275737,*WRONG*
rjmKJKG5Nx0,1572,?,P,0.460373,0.460373,0.285108,0.254518,*WRONG*
rjmKJKG5Nx0,1578,?,P,0.490042,0.490042,0.272357,0.237601,*WRONG*
rjmKJKG5Nx0,1584,?,P,0.491816,0.491816,0.265900,0.242284,*WRONG*
rjmKJKG5Nx0,1590,?,P,0.522278,0.522278,0.230770,0.246952,*WRONG*
rjmKJKG5Nx0,1596,?,P,0.506641,0.506641,0.225506,0.267853,*WRONG*
rjmKJKG5Nx0,1602,?,P,0.476633,0.476633,0.223188,0.300179,*WRONG*
rjmKJKG5Nx0,1608,?,P,0.497303,0.497303,0.195746,0.306951,*WRONG*
rjmKJKG5Nx0,1614,?,P,0.489438,0.489438,0.180864,0.329698,*WRONG*
rjmKJKG5Nx0,1620,?,P,0.450816,0.450816,0.210021,0.339163,*WRONG*
rjmKJKG5Nx0,1626,?,P,0.553901,0.553901,0.186027,0.260073,*WRONG*
rjmKJKG5Nx0,1632,?,P,0.528127,0.528127,0.167259,0.304615,*WRONG*
rjmKJKG5Nx0,1638,?,P,0.537786,0.537786,0.160647,0.301566,*WRONG*
rjmKJKG5Nx0,1644,?,P,0.534061,0.534061,0.160513,0.305426,*WRONG*
rjmKJKG5Nx0,1650,?,P,0.544742,0.544742,0.174447,0.280811,*WRONG*
rjmKJKG5Nx0,1656,?,P,0.511092,0.511092,0.178044,0.310864,*WRONG*
rjmKJKG5Nx0,1662,?,P,0.471105,0.471105,0.186587,0.342307,*WRONG*
rjmKJKG5Nx0,1668,?,P,0.441184,0.441184,0.191552,0.367264,*WRONG*
rjmKJKG5Nx0,1674,?,n,0.393740,0.355865,0.250394,0.393740,*WRONG*
rjmKJKG5Nx0,1680,?,P,0.420043,0.420043,0.215696,0.364260,*WRONG*
rjmKJKG5Nx0,1686,?,P,0.433881,0.433881,0.187481,0.378638,*WRONG*
rjmKJKG5Nx0,1692,?,P,0.465455,0.465455,0.194680,0.339866,*WRONG*
rjmKJKG5Nx0,1698,?,P,0.498428,0.498428,0.199406,0.302165,*WRONG*
rjmKJKG5Nx0,1704,?,P,0.483277,0.483277,0.230903,0.285821,*WRONG*
rjmKJKG5Nx0,1710,?,P,0.549675,0.549675,0.196505,0.253820,*WRONG*
rjmKJKG5Nx0,1716,?,P,0.427088,0.427088,0.215788,0.357124,*WRONG*
rjmKJKG5Nx0,1722,?,n,0.399675,0.396771,0.203554,0.399675,*WRONG*
rjmKJKG5Nx0,1728,?,P,0.419576,0.419576,0.173071,0.407353,*WRONG*
rjmKJKG5Nx0,1734,?,P,0.428033,0.428033,0.177772,0.394195,*WRONG*
rjmKJKG5Nx0,1740,?,n,0.425867,0.411068,0.163065,0.425867,*WRONG*
rjmKJKG5Nx0,1746,?,n,0.419091,0.414547,0.166362,0.419091,*WRONG*
rjmKJKG5Nx0,1752,?,P,0.474330,0.474330,0.227533,0.298137,*WRONG*
rjmKJKG5Nx0,1758,?,P,0.507893,0.507893,0.228967,0.263139,*WRONG*
rjmKJKG5Nx0,1764,?,P,0.538776,0.538776,0.231271,0.229953,*WRONG*
rjmKJKG5Nx0,1770,?,P,0.574774,0.574774,0.226132,0.199094,*WRONG*
rjmKJKG5Nx0,1776,?,P,0.609492,0.609492,0.195619,0.194889,*WRONG*
rjmKJKG5Nx0,1782,?,P,0.617912,0.617912,0.178221,0.203867,*WRONG*
rjmKJKG5Nx0,1788,?,P,0.627681,0.627681,0.175011,0.197308,*WRONG*
